name,birth,position,height,weight,start_year,end_year,career,games,goals,assist,birth_month
이기형,1981/05/09,DF,186,77,2004,2005,2,2,0,0,5
김동규,1981/05/13,MF,183,80,2004,2009,6,36,0,0,5
정재윤,1981/05/28,MF,181,75,2004,2004,1,0,0,0,5
김완수,1981/06/05,FW,174,78,2004,2005,2,21,0,0,6
이강일,1981/06/26,DF,183,76,2004,2004,1,1,0,0,6
전광진,1981/06/30,DF,178,71,2004,2010,7,151,2,11,6
황선필,1981/07/14,DF,181,79,2004,2012,9,122,3,1,7
이광현,1981/07/18,DF,183,82,2004,2012,8,41,0,0,7
이정열,1981/08/16,DF,183,73,2004,2013,11,97,1,0,8
최진욱,1981/08/17,MF,182,75,2004,2004,1,0,0,0,8
장현규,1981/08/22,DF,187,75,2004,2011,9,179,6,2,8
장학영,1981/08/24,DF,170,63,2004,2015,11,319,12,17,8
김태수,1981/08/25,MF,180,76,2004,2015,12,278,17,7,8
신승경,1981/09/07,GK,192,89,2004,2009,7,22,0,0,9
정종관,1981/09/09,MF,173,61,2004,2007,4,79,6,8,9
박영근,1981/09/13,FW,175,68,2004,2005,2,5,0,0,9
임준식,1981/09/13,DF,176,71,2004,2004,1,1,0,0,9
차종윤,1981/09/25,MF,175,71,2004,2004,1,1,0,0,9
강기원,1981/10/07,DF,176,70,2004,2008,5,65,0,0,10
이승근,1981/11/10,DF,182,75,2004,2005,2,28,0,0,11
문민귀,1981/11/15,MF,175,70,2004,2011,9,101,1,6,11
이상호,1981/11/18,DF,175,68,2004,2013,10,191,1,2,11
배효성,1982/01/01,DF,183,82,2004,2015,13,316,10,4,1
김태영,1982/01/17,DF,180,76,2004,2009,6,80,0,1,1
권기보,1982/05/04,GK,192,84,2004,2008,5,1,0,0,5
김종경,1982/05/09,DF,185,80,2004,2008,5,48,5,0,5
김순호,1982/10/08,MF,173,69,2004,2004,1,1,0,0,10
김진용,1982/10/09,FW,182,80,2004,2013,10,218,36,20,10
최광훈,1982/11/03,MF,184,70,2004,2004,1,0,0,0,11
김동환,1983/01/17,MF,187,75,2004,2005,2,3,0,0,1
방승환,1983/02/25,FW,183,80,2004,2013,10,238,35,15,2
신화용,1983/04/13,GK,183,78,2004,2015,12,262,0,0,4
최재수,1983/05/02,DF,175,68,2004,2015,14,229,8,28,5
김석우,1983/05/06,DF,180,72,2004,2008,4,29,0,0,5
박지용,1983/05/28,DF,182,72,2004,2011,6,62,0,1,5
이정용,1983/07/06,MF,177,70,2004,2004,1,4,0,1,7
이민선,1983/10/21,MF,177,71,2004,2006,2,4,0,0,10
김치우,1983/11/11,DF,175,68,2004,2015,14,278,18,26,11
임유환,1983/12/02,DF,184,79,2004,2013,11,176,9,2,12
김형범,1984/01/01,MF,174,69,2004,2013,10,175,35,24,1
박상철,1984/02/03,GK,186,74,2004,2011,7,57,0,0,2
이수환,1984/03/03,MF,177,72,2004,2008,4,8,0,0,3
임경훈,1984/03/19,DF,180,73,2004,2007,3,0,0,0,3
여승원,1984/05/01,FW,182,74,2004,2010,6,78,5,3,5
김동현,1984/05/20,FW,188,85,2004,2011,7,155,25,14,5
이창민,1984/06/01,GK,186,79,2004,2006,3,0,0,0,6
이세준,1984/07/24,NA,177,70,2004,2004,1,5,0,1,7
이지남,1984/11/21,DF,183,68,2004,2015,8,149,9,1,11
송용진,1985/01/01,DF,177,74,2004,2004,1,1,0,0,1
정성룡,1985/01/04,GK,190,86,2004,2015,12,294,0,1,1
하대성,1985/03/02,MF,182,73,2004,2013,10,225,31,20,3
김승용,1985/03/14,FW,180,75,2004,2013,10,183,13,24,3
김창수,1985/09/12,DF,179,72,2004,2012,8,186,8,15,9
이요한,1985/12/18,DF,184,76,2004,2015,12,145,3,2,12
심영성,1987/01/15,FW,178,73,2004,2015,11,115,15,6,1
박민영,1987/04/02,FW,171,61,2004,2004,1,0,0,0,4
송진형,1987/08/13,MF,176,69,2004,2015,7,155,22,18,8
고명진,1988/01/09,MF,185,77,2004,2015,12,227,14,15,1
전상욱,1979/09/22,GK,191,83,2005,2015,10,132,0,0,9
이세인,1980/06/16,DF,184,76,2005,2009,5,36,1,0,6
이태권,1980/07/14,DF,180,75,2005,2005,1,1,0,0,7
김성민,1981/02/06,GK,185,78,2005,2009,5,21,0,0,2
이원영,1981/03/13,DF,186,82,2005,2014,9,210,17,6,3
곽태휘,1981/07/08,DF,185,80,2005,2012,8,163,17,6,7
남영열,1981/07/10,MF,181,73,2005,2005,1,24,1,0,7
조남현,1981/09/20,MF,177,68,2005,2005,1,7,0,0,9
박종찬,1981/10/02,FW,176,65,2005,2015,4,59,15,2,10
최성환,1981/10/06,DF,184,76,2005,2015,12,140,3,2,10
주기환,1981/12/20,DF,191,74,2005,2005,1,0,0,0,12
박병규,1982/03/01,DF,178,73,2005,2011,8,162,0,4,3
이필주,1982/03/11,DF,173,72,2005,2005,1,1,0,0,3
박철형,1982/03/17,DF,184,74,2005,2006,2,6,0,0,3
송정우,1982/03/22,MF,170,73,2005,2007,3,40,3,4,3
오철석,1982/03/23,FW,188,83,2005,2009,4,40,1,3,3
김영삼,1982/04/04,DF,174,71,2005,2015,12,233,4,6,4
김상기,1982/04/05,FW,180,74,2005,2006,2,2,0,0,4
배관영,1982/04/13,GK,186,72,2005,2008,4,0,0,0,4
신대경,1982/04/15,MF,184,77,2005,2006,2,0,0,0,4
김주환,1982/04/24,MF,175,70,2005,2011,8,93,5,7,4
최석도,1982/05/01,DF,178,72,2005,2006,2,3,0,0,5
최성현,1982/05/02,MF,172,67,2005,2010,5,22,0,0,5
권덕용,1982/05/03,DF,187,77,2005,2005,1,2,0,0,5
조민혁,1982/05/05,GK,190,86,2005,2008,4,0,0,0,5
구현서,1982/05/13,DF,187,78,2005,2006,2,12,2,2,5
박진옥,1982/05/28,DF,170,66,2005,2014,11,192,2,1,5
김석만,1982/07/01,MF,177,70,2005,2005,1,1,0,0,7
윤여산,1982/07/09,DF,185,77,2005,2011,7,94,1,1,7
전광환,1982/07/29,DF,173,65,2005,2015,12,210,0,5,7
황무규,1982/08/19,FW,190,82,2005,2005,1,3,0,0,8
우승제,1982/10/23,DF,181,75,2005,2011,7,130,3,4,10
김민규,1982/12/24,GK,190,90,2005,2005,1,0,0,0,12
이문선,1983/01/21,MF,173,70,2005,2006,2,19,0,1,1
유현구,1983/01/25,MF,170,68,2005,2008,4,44,2,1,1
이인식,1983/02/14,DF,188,85,2005,2010,4,7,0,0,2
성경일,1983/03/01,GK,186,85,2005,2010,6,29,0,0,3
임현우,1983/03/26,MF,173,65,2005,2009,5,45,0,2,3
황지윤,1983/05/28,DF,182,78,2005,2011,7,121,6,0,5
김근철,1983/06/24,MF,177,73,2005,2012,8,130,7,11,6
최재영,1983/07/14,MF,180,73,2005,2009,2,4,0,0,7
최효진,1983/08/18,DF,172,70,2005,2015,12,304,18,19,8
김재성1,1983/10/03,MF,180,70,2005,2015,12,314,33,39,10
조용형,1983/11/03,DF,183,72,2005,2010,6,157,1,1,11
이동원,1983/11/07,DF,188,85,2005,2011,8,129,7,3,11
양상민,1984/02/24,DF,182,78,2005,2015,13,276,11,23,2
송한복,1984/04/12,MF,182,76,2005,2014,11,106,0,5,4
조성윤,1984/04/26,DF,178,77,2005,2006,2,2,0,0,4
송근수,1984/05/06,FW,184,76,2005,2008,3,4,0,0,5
이현진,1984/05/15,FW,183,74,2005,2013,9,101,6,4,5
김호준,1984/06/21,GK,190,89,2005,2015,10,222,0,1,6
박기필,1984/07/29,MF,189,78,2005,2006,2,10,1,1,7
김상덕,1985/01/01,MF,178,71,2005,2010,2,1,0,0,1
김명중,1985/02/06,FW,183,78,2005,2012,9,166,26,12,2
이근호,1985/04/11,FW,177,75,2005,2015,9,158,54,25,4
박주영,1985/07/10,FW,182,75,2005,2015,5,114,40,11,7
오장은,1985/07/24,MF,175,73,2005,2014,10,275,23,21,7
진민호,1985/08/12,MF,174,63,2005,2005,1,0,0,0,8
강민수,1986/02/14,DF,186,76,2005,2015,12,287,10,3,2
이원재,1986/02/24,DF,185,81,2005,2015,12,112,5,0,2
신영철,1986/03/14,MF,176,74,2005,2010,4,7,1,0,3
양동현,1986/03/28,FW,186,80,2005,2015,12,224,58,28,3
황규환,1986/06/18,MF,178,75,2005,2007,3,21,0,2,6
김태윤,1986/07/25,DF,181,76,2005,2015,22,338,4,6,7
차기석,1986/12/26,GK,191,84,2005,2005,1,0,0,0,12
양동원,1987/02/05,GK,188,82,2005,2015,11,69,0,0,2
김효준,1978/10/13,DF,184,76,2006,2014,4,49,2,0,10
이도권,1979/08/08,MF,175,69,2006,2006,1,5,0,0,8
고범수,1980/04/16,DF,183,77,2006,2006,1,8,0,0,4
임진영,1980/05/11,DF,177,75,2006,2006,1,7,0,0,5
최근식,1981/04/25,FW,180,80,2006,2008,3,28,0,1,4
김한원,1981/08/06,FW,181,75,2006,2015,6,106,20,10,8
이주상,1981/11/11,MF,169,68,2006,2006,1,10,0,1,11
백진철,1982/02/03,FW,178,72,2006,2006,1,2,1,0,2
장경영,1982/03/12,MF,177,70,2006,2006,1,1,0,0,3
전상대,1982/04/10,FW,184,78,2006,2008,2,2,0,0,4
이규철,1982/05/01,MF,175,66,2006,2006,1,5,0,0,5
박광민,1982/05/14,MF,174,72,2006,2009,4,10,1,1,5
나광현,1982/06/21,MF,175,72,2006,2009,4,41,2,1,6
강민혁,1982/07/10,DF,180,76,2006,2013,9,219,2,2,7
김태종,1982/10/29,DF,182,75,2006,2007,2,5,0,0,10
이재원,1983/03/04,DF,182,74,2006,2015,4,31,1,1,3
이길훈,1983/03/06,MF,178,70,2006,2011,7,84,2,4,3
박정식,1983/03/07,DF,180,76,2006,2011,6,62,1,2,3
염기훈,1983/03/30,MF,182,78,2006,2015,11,237,50,72,3
김수연,1983/04/17,DF,186,82,2006,2010,5,26,3,0,4
장남석,1983/04/18,FW,180,75,2006,2011,6,136,29,19,4
박승민,1983/04/21,FW,182,72,2006,2010,5,49,1,0,4
권석근,1983/05/08,MF,172,68,2006,2007,2,4,0,0,5
김민오,1983/05/08,MF,183,70,2006,2011,6,60,0,0,5
문주원,1983/05/08,MF,177,73,2006,2014,6,86,5,3,5
이재현,1983/05/13,MF,172,70,2006,2006,1,2,0,0,5
장동혁,1983/05/20,MF,174,68,2006,2008,3,21,0,0,5
배기종,1983/05/26,MF,180,75,2006,2015,10,178,32,25,5
장재완,1983/06/04,DF,180,74,2006,2006,1,0,0,0,6
김인호,1983/06/09,DF,185,80,2006,2011,7,91,2,2,6
오원종,1983/06/17,MF,170,65,2006,2011,4,41,4,2,6
신상훈,1983/06/20,DF,179,75,2006,2007,2,4,0,0,6
허훈구,1983/06/25,DF,179,72,2006,2007,2,7,0,0,6
유재훈,1983/07/07,GK,185,73,2006,2009,4,4,0,0,7
한설,1983/07/15,MF,175,65,2006,2008,2,8,0,0,7
조홍규,1983/07/24,DF,185,77,2006,2011,6,64,1,1,7
정홍연,1983/08/18,DF,185,77,2006,2015,10,136,3,4,8
조용기,1983/08/28,MF,180,73,2006,2006,1,0,0,0,8
강진규,1983/09/10,MF,175,70,2006,2011,6,34,3,1,9
최재영,1983/09/22,FW,190,85,2006,2007,2,10,0,1,9
김형철,1983/10/02,MF,175,72,2006,2006,1,1,0,0,10
박천신,1983/11/04,MF,176,70,2006,2007,2,5,0,0,11
김종철,1983/11/09,MF,176,68,2006,2006,1,1,0,0,11
박문기,1983/11/15,DF,185,76,2006,2006,1,1,0,0,11
서민국,1983/11/23,MF,174,68,2006,2010,7,59,1,4,11
최병호,1983/11/23,GK,184,79,2006,2007,2,0,0,0,11
한병용,1983/11/27,MF,176,71,2006,2007,2,14,0,0,11
유홍열,1983/12/30,FW,170,71,2006,2010,5,20,1,2,12
이태우,1984/01/08,MF,175,74,2006,2007,2,5,0,0,1
최병도,1984/01/18,DF,185,77,2006,2015,8,133,2,3,1
김윤식,1984/01/29,MF,186,79,2006,2006,1,22,0,1,1
이현호,1984/02/08,GK,188,80,2006,2006,1,0,0,0,2
백주현,1984/02/09,MF,179,72,2006,2008,2,7,0,0,2
송태림,1984/02/20,DF,187,80,2006,2008,3,8,0,0,2
박원홍,1984/04/07,MF,175,70,2006,2010,4,16,1,0,4
최현연,1984/04/16,MF,178,70,2006,2014,8,129,7,10,4
황금성,1984/04/26,MF,178,69,2006,2006,1,2,0,0,4
이완,1984/05/03,DF,181,76,2006,2015,12,119,6,8,5
최광희,1984/05/17,MF,172,65,2006,2015,11,160,6,12,5
김용태,1984/05/20,MF,176,65,2006,2015,12,217,10,13,5
허재원,1984/07/01,DF,188,83,2006,2015,9,162,10,5,7
김진수,1984/07/02,GK,186,77,2006,2007,2,0,0,0,7
이현민,1984/07/09,DF,180,70,2006,2008,3,14,0,0,7
황선일,1984/07/29,MF,178,76,2006,2008,2,6,0,0,7
김태진,1984/08/30,DF,173,70,2006,2013,2,1,0,0,8
권순태,1984/09/11,GK,184,85,2006,2015,11,263,0,0,9
김태진,1984/10/29,MF,178,75,2006,2008,3,30,0,0,10
김종복,1984/11/10,DF,184,81,2006,2006,1,0,0,0,11
조형재,1985/01/08,FW,181,70,2006,2009,4,55,4,5,1
송유걸,1985/02/16,GK,187,84,2006,2015,11,95,0,0,2
한제광,1985/03/18,MF,187,73,2006,2006,1,2,0,0,3
김명진,1985/03/23,DF,185,79,2006,2006,1,0,0,0,3
심우연,1985/04/03,DF,196,88,2006,2015,10,124,8,2,4
이형상,1985/05/05,MF,169,61,2006,2006,1,1,0,0,5
조재현,1985/05/13,FW,173,68,2006,2006,1,8,0,0,5
서동현,1985/06/05,FW,188,70,2006,2015,12,258,61,20,6
천제훈,1985/07/13,MF,176,70,2006,2010,5,11,1,0,7
이승현,1985/07/25,MF,176,69,2006,2015,12,248,36,16,7
주재덕,1985/07/25,GK,194,87,2006,2009,3,1,0,0,7
온병훈,1985/08/07,MF,176,66,2006,2013,7,57,6,3,8
안태은,1985/09/17,MF,176,74,2006,2011,6,76,0,3,9
김현기,1985/12/16,MF,175,66,2006,2006,1,2,0,0,12
박재용,1985/12/30,DF,190,82,2006,2008,3,6,0,0,12
박희철,1986/01/07,DF,178,75,2006,2015,11,149,0,6,1
강진욱,1986/02/13,DF,183,74,2006,2015,8,86,1,7,2
김영신,1986/02/28,MF,175,63,2006,2015,10,154,7,6,2
백승민,1986/03/12,MF,172,66,2006,2011,6,93,3,5,3
최기석,1986/03/28,MF,178,68,2006,2010,5,23,0,0,3
김동찬,1986/04/19,FW,169,70,2006,2015,12,197,44,25,4
김용한,1986/06/28,FW,180,69,2006,2006,1,3,0,0,6
이상협,1986/08/03,FW,179,81,2006,2015,14,166,42,9,8
정인환,1986/12/15,DF,187,86,2006,2014,9,179,14,5,12
정경호,1987/01/12,MF,168,70,2006,2013,7,120,2,7,1
최철순,1987/02/08,DF,175,68,2006,2015,13,263,2,9,2
김명환,1987/03/06,DF,175,70,2006,2010,5,40,0,1,3
고경준,1987/03/07,DF,186,79,2006,2008,2,9,1,0,3
신광훈,1987/03/18,DF,178,73,2006,2015,12,226,8,20,3
김동석,1987/03/26,MF,174,68,2006,2015,9,126,5,7,3
정수종,1987/05/01,FW,184,73,2006,2009,4,22,0,0,5
이세주,1987/10/02,DF,177,73,2006,2010,5,36,1,1,10
이동명,1987/10/04,MF,181,75,2006,2014,6,34,0,0,10
고요한,1988/03/10,MF,170,65,2006,2015,10,190,16,8,3
이현승,1988/12/14,MF,171,72,2006,2015,11,223,21,21,12
기성용,1989/01/24,MF,186,75,2006,2009,4,80,8,12,1
강두호,1978/03/28,DF,175,68,2007,2007,1,4,0,0,3
김종훈,1980/12/17,DF,185,80,2007,2010,4,47,1,0,12
강준우,1982/06/03,DF,186,78,2007,2015,7,93,1,2,6
이진우,1982/09/03,FW,178,74,2007,2009,3,12,0,1,9
김우철,1982/10/01,FW,192,86,2007,2007,1,1,0,0,10
박진이,1983/04/05,MF,175,70,2007,2009,3,30,0,1,4
여효진,1983/04/25,DF,188,82,2007,2015,7,110,3,3,4
윤동헌,1983/05/02,MF,173,68,2007,2014,3,66,5,8,5
임충현,1983/07/20,DF,178,68,2007,2007,1,15,0,0,7
강동구,1983/08/04,DF,181,74,2007,2007,1,4,0,0,8
김준민,1983/09/07,DF,178,74,2007,2007,1,1,0,0,9
이승렬,1983/09/28,DF,188,76,2007,2007,2,2,0,0,9
김선우,1983/10/17,FW,198,93,2007,2013,5,19,0,2,10
김바우,1984/01/12,MF,178,72,2007,2011,5,14,0,0,1
김윤식,1984/01/30,MF,187,80,2007,2007,1,13,0,1,1
고정빈,1984/02/09,DF,187,77,2007,2007,1,0,0,0,2
박대식,1984/03/03,DF,190,83,2007,2007,1,1,0,0,3
황병주,1984/03/05,MF,181,68,2007,2008,2,12,1,0,3
최영일,1984/03/10,MF,180,72,2007,2007,1,0,0,0,3
정우승,1984/03/14,DF,181,75,2007,2008,2,6,0,0,3
김영무,1984/03/19,GK,185,81,2007,2008,2,3,0,0,3
이도성,1984/03/22,MF,170,61,2007,2015,4,102,1,2,3
오창식,1984/03/27,DF,183,76,2007,2011,5,24,0,0,3
김영빈,1984/04/08,MF,185,79,2007,2014,8,91,4,0,4
조재용,1984/04/21,DF,183,79,2007,2013,6,28,0,0,4
김형일,1984/04/27,DF,187,83,2007,2014,10,180,6,3,4
기현서,1984/05/06,MF,175,68,2007,2008,2,4,0,0,5
김명광,1984/05/07,GK,187,73,2007,2007,1,0,0,0,5
윤시호,1984/05/12,DF,183,80,2007,2012,6,46,0,3,5
심종보,1984/05/21,MF,183,73,2007,2007,1,4,0,0,5
이성환,1984/05/28,DF,187,83,2007,2007,1,0,0,0,5
정호진,1984/05/30,DF,187,76,2007,2007,1,1,0,0,5
김영우,1984/06/15,MF,177,67,2007,2014,9,131,9,11,6
강명철,1984/06/20,MF,172,67,2007,2007,1,1,0,0,6
이승목,1984/07/18,MF,180,78,2007,2010,2,5,0,0,7
김재홍,1984/08/10,MF,180,70,2007,2007,1,1,0,1,8
이용승,1984/08/28,FW,175,71,2007,2013,3,43,1,2,8
최종혁,1984/09/03,MF,170,65,2007,2009,3,51,0,2,9
박준성,1984/09/11,MF,173,64,2007,2007,1,6,0,0,9
최지훈,1984/09/20,MF,173,65,2007,2007,1,7,0,0,9
박주현,1984/09/29,FW,180,73,2007,2010,3,16,4,0,9
황호령,1984/10/15,FW,176,72,2007,2009,2,4,0,0,10
김지민,1984/11/27,FW,175,65,2007,2013,6,18,0,0,11
권혁진,1984/12/25,MF,178,73,2007,2010,4,32,3,3,12
이상석,1985/01/06,MF,178,74,2007,2007,1,1,0,0,1
김윤구2,1985/02/25,DF,184,80,2007,2007,1,14,0,0,2
윤석,1985/02/28,MF,179,72,2007,2007,1,1,0,0,2
이형상,1985/05/06,MF,170,62,2007,2007,1,0,0,0,5
김민호,1985/05/13,FW,179,75,2007,2010,5,32,2,2,5
안성민,1985/11/03,DF,183,78,2007,2011,5,94,9,2,11
문대성,1986/03/15,FW,173,16,2007,2011,5,40,3,3,3
윤준수,1986/03/28,FW,184,75,2007,2007,1,1,0,0,3
정성호,1986/04/07,DF,186,74,2007,2008,2,2,0,0,4
고슬기,1986/04/21,MF,183,78,2007,2012,7,141,17,14,4
김응진,1987/03/09,DF,183,77,2007,2014,7,69,4,1,3
이종찬,1987/05/26,DF,177,71,2007,2012,5,8,0,1,5
이태영,1987/07/01,MF,178,70,2007,2007,1,0,0,0,7
강수일,1987/07/15,FW,183,70,2007,2015,9,185,27,14,7
김진현,1987/07/29,MF,177,71,2007,2013,6,38,2,3,7
이성재,1987/09/16,FW,177,74,2007,2014,8,57,7,1,9
김대경,1987/10/17,DF,179,73,2007,2008,2,1,0,0,10
김명운,1987/11/01,FW,181,75,2007,2013,7,75,7,4,11
하태균,1987/11/02,FW,187,80,2007,2014,10,135,30,7,11
장조윤,1988/01/01,FW,185,77,2007,2015,2,13,1,0,1
최경복,1988/03/13,MF,178,77,2007,2008,2,11,0,0,3
배해민,1988/04/25,FW,184,80,2007,2015,4,18,1,0,4
김정현,1988/05/16,FW,177,73,2007,2008,2,1,0,0,5
홍정남,1988/05/21,GK,186,84,2007,2015,10,26,0,0,5
조성준,1988/06/07,MF,173,66,2007,2008,2,11,0,1,6
이규로,1988/08/20,MF,180,69,2007,2015,9,125,8,5,8
최원우,1988/10/13,FW,190,78,2007,2010,3,4,0,0,10
구자철,1989/02/27,MF,183,74,2007,2010,4,88,8,19,2
강동구,1983/08/05,DF,182,75,2008,2008,1,12,0,0,8
김윤식,1984/01/31,MF,188,81,2008,2008,1,2,0,0,1
송동진,1984/05/12,GK,184,76,2008,2010,3,1,0,0,5
서병환,1984/06/01,MF,184,76,2008,2008,1,2,0,0,6
안재곤,1984/08/15,MF,175,69,2008,2012,4,10,0,0,8
이윤표,1984/09/04,DF,184,79,2008,2015,8,159,4,4,9
김현승,1984/11/16,MF,183,75,2008,2009,2,5,0,0,11
김민수,1984/12/14,FW,179,72,2008,2014,8,104,8,12,12
유호준,1985/01/14,MF,183,77,2008,2015,9,130,7,7,1
방대종,1985/01/28,DF,185,82,2008,2015,9,158,6,2,1
전봉성,1985/03/18,GK,187,78,2008,2008,1,0,0,0,3
정상훈,1985/03/22,MF,180,73,2008,2008,1,6,0,0,3
조한범,1985/03/28,MF,174,72,2008,2009,3,8,0,0,3
이상우,1985/04/10,DF,178,74,2008,2013,2,21,2,1,4
백종환,1985/04/18,DF,178,66,2008,2015,11,166,6,9,4
김성민,1985/04/19,FW,175,70,2008,2014,5,15,2,0,4
김현관,1985/04/20,MF,173,68,2008,2008,1,1,0,0,4
송민국,1985/04/25,DF,182,70,2008,2014,3,3,0,0,4
김혁,1985/05/04,MF,174,71,2008,2008,1,7,0,0,5
남현성,1985/05/06,DF,177,70,2008,2009,2,14,0,1,5
조영준,1985/05/23,GK,189,80,2008,2010,3,0,0,0,5
김민구,1985/06/06,MF,173,68,2008,2008,1,1,0,0,6
이재성,1985/06/06,DF,180,76,2008,2009,2,4,0,0,6
신동빈,1985/06/11,DF,180,70,2008,2008,1,1,0,0,6
양승원,1985/07/15,DF,187,82,2008,2013,4,47,1,1,7
함민석,1985/08/03,DF,188,83,2008,2012,2,0,0,0,8
이철희,1985/08/06,MF,180,68,2008,2008,1,2,0,0,8
이상돈,1985/08/12,DF,180,72,2008,2015,7,102,2,4,8
이겨레,1985/08/22,MF,178,68,2008,2008,1,1,0,0,8
조원광,1985/08/23,DF,183,68,2008,2008,1,4,0,0,8
권혁태,1985/08/28,DF,185,77,2008,2008,1,0,0,0,8
정훈,1985/08/31,MF,175,70,2008,2015,10,155,2,5,8
조형익,1985/09/13,FW,172,74,2008,2014,6,169,21,19,9
최창용,1985/09/17,MF,192,84,2008,2008,1,3,0,0,9
유양준,1985/09/22,DF,184,75,2008,2008,1,1,0,0,9
홍진섭,1985/10/14,FW,180,75,2008,2011,3,46,4,2,10
김민식,1985/10/29,GK,187,83,2008,2015,10,69,0,0,10
강현욱,1985/11/04,MF,181,74,2008,2008,1,1,0,0,11
박창헌,1985/12/12,MF,180,74,2008,2011,4,43,0,0,12
박형근,1985/12/14,MF,181,75,2008,2008,1,5,0,0,12
이상용,1986/01/09,DF,176,69,2008,2008,1,1,0,0,1
강승조,1986/01/20,MF,182,73,2008,2015,9,160,20,17,1
박태민,1986/01/21,DF,180,74,2008,2015,8,164,5,8,1
김선우,1986/01/23,DF,176,74,2008,2013,4,25,0,0,1
안재준,1986/02/08,DF,186,79,2008,2015,8,248,8,4,2
박희도,1986/03/20,MF,183,71,2008,2015,9,197,33,26,3
조용태,1986/03/31,MF,180,69,2008,2015,11,122,14,8,3
조동건,1986/04/16,FW,180,74,2008,2015,9,182,38,20,4
강선규,1986/04/20,DF,180,79,2008,2010,2,22,0,2,4
이세환,1986/04/21,DF,180,75,2008,2014,4,73,4,1,4
곽철호,1986/05/08,FW,186,82,2008,2011,4,26,1,1,5
신형민,1986/07/18,DF,182,76,2008,2015,7,188,16,6,7
서상민,1986/07/25,MF,178,71,2008,2015,8,182,21,12,7
신정환,1986/08/18,GK,183,76,2008,2011,2,0,0,0,8
이상민,1986/09/14,MF,176,68,2008,2008,1,7,0,0,9
윤원일,1986/10/23,DF,182,70,2008,2015,7,65,1,0,10
조수혁,1987/03/18,GK,187,80,2008,2015,7,13,0,0,3
김창훈,1987/04/03,DF,183,76,2008,2015,8,105,5,7,4
안현식,1987/04/24,DF,183,75,2008,2015,6,102,1,0,4
박현범,1987/05/07,MF,194,86,2008,2015,10,181,17,8,5
하성민,1987/06/13,MF,184,78,2008,2015,9,95,0,6,6
강구남,1987/07/31,FW,178,70,2008,2011,4,18,0,1,7
김정훈,1989/02/13,FW,169,65,2008,2009,2,5,1,0,2
황진산,1989/02/25,MF,177,72,2008,2014,7,101,4,10,2
이승렬,1989/03/06,FW,182,74,2008,2015,16,304,56,22,3
문기한,1989/03/17,MF,177,72,2008,2015,8,100,4,16,3
이범영,1989/04/02,GK,194,90,2008,2015,8,145,0,1,4
정준연,1989/04/30,DF,178,70,2008,2015,9,138,1,4,4
장성천,1989/05/05,DF,173,65,2008,2008,1,0,0,0,5
오봉진,1989/06/30,MF,175,66,2008,2013,5,7,1,0,6
서정진,1989/09/06,MF,175,65,2008,2015,8,189,16,20,9
유지노,1989/11/06,DF,180,72,2008,2015,8,122,1,2,11
김승규,1990/09/30,GK,187,76,2008,2015,8,117,0,0,9
차건명,1981/12/26,DF,190,84,2009,2009,1,2,0,0,12
김한섭,1982/05/08,DF,177,74,2009,2014,7,100,2,4,5
김영후,1983/03/11,FW,183,78,2009,2014,7,145,48,17,3
유우람,1984/03/16,DF,184,75,2009,2009,1,4,0,0,3
최상현,1984/03/18,MF,182,78,2009,2009,1,4,0,0,3
안성남,1984/04/17,MF,174,68,2009,2015,8,117,10,6,4
김봉겸,1984/05/01,DF,177,69,2009,2010,2,26,2,1,5
유현,1984/08/01,GK,184,82,2009,2015,8,193,0,1,8
유민철,1984/09/16,DF,182,80,2009,2009,1,1,0,0,9
하재훈,1984/10/03,DF,180,77,2009,2010,2,29,0,2,10
이치준,1985/01/20,MF,174,73,2009,2009,1,1,0,0,1
고재성,1985/01/28,DF,175,70,2009,2014,8,128,7,11,1
한상민,1985/03/10,MF,185,78,2009,2009,1,9,0,0,3
강재욱,1985/04/05,GK,185,85,2009,2009,1,0,0,0,4
유창현,1985/05/14,FW,181,75,2009,2015,8,134,26,15,5
서석원,1985/05/19,DF,192,85,2009,2009,1,3,0,0,5
이용기,1985/05/30,DF,189,86,2009,2015,8,58,0,0,5
김경도,1985/06/02,DF,182,74,2009,2010,2,2,0,0,6
김선일,1985/06/11,MF,179,70,2009,2009,1,0,0,0,6
김영준,1985/07/15,MF,178,73,2009,2009,1,0,0,0,7
이강민,1985/08/29,MF,175,73,2009,2009,1,10,0,1,8
김진일,1985/10/26,MF,176,68,2009,2010,2,6,1,0,10
신준배,1985/10/26,GK,184,82,2009,2011,3,15,0,0,10
류형렬,1985/11/02,DF,184,77,2009,2009,1,0,0,0,11
이현창,1985/11/02,DF,174,70,2009,2015,4,79,3,3,11
권용남,1985/12/02,DF,174,70,2009,2013,4,35,2,2,12
이호,1986/01/06,DF,187,82,2009,2014,7,89,3,3,1
박상욱,1986/01/30,MF,188,86,2009,2011,3,4,0,0,1
송창호,1986/02/20,MF,180,76,2009,2015,7,179,15,10,2
맹진오,1986/03/06,DF,187,78,2009,2010,2,3,0,0,3
신현준,1986/03/08,MF,182,78,2009,2009,1,0,0,0,3
함준영,1986/03/15,FW,183,75,2009,2009,1,0,0,0,3
곽광선,1986/03/28,DF,186,76,2009,2015,8,185,5,0,3
노용훈,1986/03/29,MF,170,65,2009,2009,1,10,0,0,3
김주봉,1986/04/07,MF,170,65,2009,2009,1,3,0,0,4
