name,birth,start_year,end_year,career,games,birth_month,position
백인천,1943-11-27,1982,1984,3,117,11,batter
이춘근,1948-03-01,1982,1982,1,3,3,batter
윤동균,1949-07-02,1982,1989,8,594,7,batter
김우열,1949-09-09,1982,1986,5,342,9,batter
임신근,1949-11-28,1982,1982,1,2,11,batter
박경호,1951-01-15,1982,1982,1,12,1,pitcher
권두조,1951-06-10,1982,1987,6,587,6,batter
김봉연,1952-01-13,1982,1988,7,630,1,batter
이종도,1952-05-22,1982,1987,6,482,5,batter
김성관,1952-07-06,1982,1984,3,170,7,batter
황태환,1952-08-06,1982,1989,8,199,8,pitcher
송영운,1952-12-15,1982,1988,7,354,12,batter
이홍범,1953-02-10,1982,1985,4,288,2,batter
오문현,1953-02-13,1982,1987,6,74,2,pitcher
박준영,1953-02-20,1982,1984,3,133,2,batter
정현발,1953-02-20,1982,1988,7,477,2,batter
김정수,1953-04-02,1982,1986,5,345,4,batter
계형철,1953-04-03,1982,1991,10,254,4,pitcher
황규봉,1953-04-24,1982,1986,5,154,4,pitcher
천보성,1953-06-11,1982,1984,3,171,6,batter
김구길,1953-06-16,1982,1982,1,32,6,batter
최옥규,1953-07-17,1982,1982,1,13,7,pitcher
이성득,1953-07-21,1982,1982,1,52,7,batter
김인식,1953-11-09,1982,1988,7,663,11,batter
김봉기,1953-12-23,1982,1987,6,145,12,batter
김일환,1954-01-11,1982,1989,8,446,1,batter
권영호,1954-01-23,1982,1989,8,288,1,pitcher
천창호,1954-02-13,1982,1989,8,168,2,pitcher
배대웅,1954-03-02,1982,1986,5,355,3,batter
정구왕,1954-03-26,1982,1986,5,288,3,batter
김유동,1954-04-09,1982,1985,4,135,4,batter
방기만,1954-05-15,1982,1982,1,8,5,pitcher
김재박,1954-05-23,1982,1992,11,966,5,batter
이광권,1954-06-28,1982,1985,4,71,6,pitcher
정순명,1954-06-30,1982,1985,4,53,6,pitcher
조흥운,1954-08-13,1982,1986,5,282,8,batter
김호인,1954-09-12,1982,1982,1,64,9,batter
손상대,1954-10-20,1982,1985,4,31,10,batter
함학수,1955-01-02,1982,1987,6,481,1,batter
최순하,1955-01-15,1982,1982,1,37,1,batter
이선희,1955-02-14,1982,1987,6,133,2,pitcher
김무관,1955-03-02,1982,1985,4,121,3,batter
김한근,1955-03-05,1982,1990,9,575,3,batter
김문희,1955-03-23,1982,1985,4,78,3,pitcher
김바위,1955-04-08,1982,1991,10,677,4,batter
김덕열,1955-04-23,1982,1984,3,28,4,pitcher
박찬,1955-04-26,1982,1986,5,121,4,batter
배수희,1955-04-30,1982,1982,1,22,4,batter
하기룡,1955-05-08,1982,1989,7,181,5,pitcher
김준환,1955-05-19,1982,1989,8,668,5,batter
최정우,1955-06-02,1982,1984,3,105,6,batter
김용운,1955-06-05,1982,1990,9,592,6,batter
신태중,1955-06-27,1982,1986,5,68,6,pitcher
이광은,1955-06-28,1982,1991,10,923,6,batter
서정환,1955-07-05,1982,1989,8,712,7,batter
박상열,1955-08-05,1982,1988,7,153,8,pitcher
김용희,1955-10-04,1982,1989,8,534,10,batter
유지훤,1955-10-04,1982,1988,7,627,10,batter
신언호,1955-12-18,1982,1990,9,729,12,batter
차동열,1956-01-17,1982,1991,9,432,1,batter
김우근,1956-01-26,1982,1987,6,382,1,batter
김현홍,1956-02-13,1982,1983,2,25,2,pitcher
정영기,1956-02-29,1982,1990,9,744,2,batter
박철순,1956-03-12,1982,1996,13,231,3,pitcher
이진우,1956-03-18,1982,1987,6,124,3,pitcher
손상득,1956-04-03,1982,1988,5,231,4,batter
김용달,1956-05-10,1982,1988,7,313,5,batter
유승안,1956-06-01,1982,1991,10,787,6,batter
최정기,1956-07-16,1982,1983,2,29,7,batter
허규옥,1956-08-08,1982,1992,11,833,8,batter
유종겸,1956-09-14,1982,1990,9,269,9,pitcher
김일권,1956-09-20,1982,1991,10,842,9,batter
차준섭,1956-10-16,1982,1985,3,17,10,pitcher
정학수,1956-12-04,1982,1989,6,355,12,batter
금광옥,1956-12-19,1982,1988,7,413,12,batter
김경훈,1957-01-10,1982,1982,1,29,1,batter
강만식,1957-02-15,1982,1989,8,151,2,pitcher
이철성,1957-03-14,1982,1986,3,108,3,batter
감사용,1957-03-23,1982,1986,5,61,3,pitcher
박정환,1957-05-25,1982,1992,9,385,5,batter
김종윤,1957-06-19,1982,1986,5,255,6,batter
차영화,1957-06-27,1982,1989,8,526,6,batter
홍순만,1957-07-11,1982,1986,2,14,7,batter
김휘욱,1957-08-11,1982,1982,1,34,8,batter
성낙수,1957-08-12,1982,1986,5,71,8,pitcher
송진호,1957-08-16,1982,1982,1,35,8,batter
박석채,1957-08-26,1982,1983,2,17,8,pitcher
선우대영,1957-09-12,1982,1983,2,44,9,pitcher
김용철,1957-09-21,1982,1992,11,1024,9,batter
조호,1957-09-22,1982,1985,3,73,9,batter
박재천,1957-10-10,1982,1986,2,14,10,batter
장태수,1957-10-15,1982,1992,11,991,10,batter
양세종,1958-01-17,1982,1990,7,493,1,batter
강철원,1958-01-27,1982,1986,5,39,1,pitcher
김용남,1958-02-26,1982,1988,7,198,2,pitcher
이윤섭,1958-03-01,1982,1982,1,25,3,batter
이근식,1958-03-02,1982,1982,1,20,3,batter
인호봉,1958-03-04,1982,1985,4,60,3,pitcher
김진철,1958-04-18,1982,1982,1,29,4,batter
노상수,1958-05-05,1982,1991,8,176,5,pitcher
김성한,1958-05-18,1982,1995,14,1338,5,batter
김용만,1958-07-26,1982,1982,1,56,7,batter
박영진,1958-07-27,1982,1984,2,7,7,pitcher
장정기,1958-08-10,1982,1985,4,134,8,batter
임정면,1958-09-17,1982,1988,7,160,9,batter
이만수,1958-09-19,1982,1997,16,1449,9,batter
박용성,1958-09-30,1982,1988,7,359,9,batter
김경문,1958-11-01,1982,1991,10,700,11,batter
김광수,1959-01-03,1982,1992,11,1046,1,batter
박전섭,1959-02-04,1982,1985,4,68,2,batter
조충열,1959-02-25,1982,1990,9,564,2,batter
최영환,1959-02-28,1982,1989,5,134,2,batter
김재현,1959-03-03,1982,1986,5,100,3,pitcher
이경수,1959-05-27,1982,1982,1,28,5,batter
양승관,1959-06-02,1982,1990,8,444,6,batter
이근식,1959-06-23,1982,1986,5,249,6,batter
김재상,1959-07-06,1982,1991,8,391,7,batter
이길환,1959-07-15,1982,1990,9,152,7,pitcher
엄태섭,1959-07-17,1982,1984,3,44,7,batter
허운,1959-08-18,1982,1984,3,76,8,batter
김종모,1959-11-01,1982,1992,11,850,11,batter
김경남,1959-11-05,1982,1988,7,360,11,batter
정종현,1959-12-05,1982,1987,6,147,12,batter
오대석,1960-01-02,1982,1991,10,723,1,batter
방수원,1960-01-04,1982,1989,8,197,1,pitcher
정문섭,1960-04-04,1982,1985,3,75,4,batter
김동철,1960-06-05,1982,1982,1,32,6,pitcher
정혁진,1960-07-05,1982,1983,2,95,7,batter
조범현,1960-10-01,1982,1992,11,615,10,batter
송경섭,1960-11-26,1982,1982,1,53,11,batter
이상윤,1960-12-21,1982,1982,1,2,12,batter
신경식,1961-08-19,1982,1995,14,1364,8,batter
이찬선,1962-05-21,1982,1982,1,22,5,batter
김진홍,1962-09-10,1982,1989,6,55,9,batter
문주모,1962-11-14,1982,1982,1,11,11,batter
최영조,1963-01-15,1982,1982,1,25,1,batter
구재서,1963-08-15,1982,1989,6,171,8,batter
구천서,1963-08-15,1982,1993,12,836,8,batter
한상연,1964-08-27,1982,1982,1,7,8,pitcher
박종호,1964-12-07,1982,1982,1,4,12,batter
이원국,1949-05-10,1983,1983,1,8,5,pitcher
우용득,1950-02-13,1983,1983,1,14,2,batter
이해창,1953-04-23,1983,1988,6,577,4,batter
심재원,1953-07-30,1983,1991,9,551,7,batter
조종규,1955-10-08,1983,1984,2,46,10,batter
정성만,1955-10-10,1983,1987,5,98,10,pitcher
김대진,1955-12-22,1983,1987,5,269,12,batter
유종천,1956-03-25,1983,1983,1,5,3,pitcher
임호균,1956-03-26,1983,1990,8,154,3,pitcher
김현재,1956-06-04,1983,1984,2,14,6,pitcher
정진호,1956-06-23,1983,1990,8,448,6,batter
장효조,1956-07-06,1983,1992,10,961,7,batter
배경환,1956-07-08,1983,1990,8,161,7,pitcher
유두열,1956-10-29,1983,1991,9,734,10,batter
정구선,1956-12-15,1983,1990,8,768,12,batter
우경하,1957-10-15,1983,1988,6,322,10,batter
박승호,1958-02-09,1983,1993,11,947,2,batter
김시진,1958-03-20,1983,1992,10,273,3,pitcher
최동원,1958-05-24,1983,1990,8,248,5,pitcher
황기선,1958-06-02,1983,1987,5,87,6,pitcher
김진우,1958-09-24,1983,1989,6,471,9,batter
장진범,1959-01-02,1983,1987,5,140,1,batter
정선두,1959-06-06,1983,1987,4,39,6,pitcher
박종훈,1959-06-12,1983,1989,7,679,6,batter
송일섭,1959-08-17,1983,1990,8,613,8,batter
박영태,1959-08-25,1983,1992,10,677,8,batter
김석일,1959-11-26,1983,1987,5,223,11,batter
박정후,1959-12-22,1983,1985,3,50,12,pitcher
양승호,1960-01-10,1983,1986,4,195,1,batter
오영일,1960-02-06,1983,1990,8,215,2,pitcher
김종근,1960-03-16,1983,1983,1,12,3,batter
황병일,1960-03-22,1983,1990,8,368,3,batter
김성호,1960-03-26,1983,1985,3,140,3,batter
최홍석,1960-03-28,1983,1991,7,311,3,batter
김문영,1960-04-24,1983,1988,6,191,4,batter
장호연,1960-05-05,1983,1995,13,346,5,pitcher
박철영,1960-05-22,1983,1988,6,200,5,batter
홍승규,1960-06-20,1983,1990,8,497,6,batter
김호근,1960-06-29,1983,1993,11,690,6,batter
한대화,1960-07-08,1983,1997,15,1331,7,batter
유성룡,1960-07-18,1983,1985,3,38,7,batter
이광길,1960-08-04,1983,1992,9,561,8,batter
신계석,1960-09-05,1983,1983,1,1,9,pitcher
김정수,1960-10-13,1983,1985,3,181,10,batter
이성수,1960-10-23,1983,1986,3,55,10,batter
엄평재,1960-10-24,1983,1983,1,13,10,pitcher
김동재,1960-10-31,1983,1993,11,566,10,batter
이선웅,1961-02-11,1983,1992,10,878,2,batter
김상기,1961-03-03,1983,1987,4,26,3,pitcher
한문연,1961-04-10,1983,1992,10,663,4,batter
양일환,1961-06-10,1983,1989,7,139,6,pitcher
김근석,1962-06-18,1983,1988,6,394,6,batter
박동경,1964-03-03,1983,1988,4,34,3,pitcher
박해종,1952-09-09,1984,1985,2,43,9,batter
이삼열,1955-03-10,1984,1984,1,3,3,batter
김성호,1955-09-01,1984,1987,3,33,9,batter
김진근,1956-03-16,1984,1987,4,109,3,batter
유제룡,1956-08-11,1984,1986,2,77,8,batter
홍희섭,1957-02-08,1984,1985,2,15,2,batter
이석규,1957-02-13,1984,1986,2,72,2,batter
정인교,1957-12-23,1984,1987,4,48,12,batter
김경표,1960-04-29,1984,1989,6,245,4,batter
김상훈,1960-07-06,1984,1995,12,1143,7,batter
김이수,1960-08-04,1984,1986,3,99,8,batter
김진욱,1960-08-05,1984,1993,10,231,8,pitcher
강정남,1960-08-14,1984,1984,1,22,8,batter
사인상,1960-12-18,1984,1986,2,8,12,batter
김광림,1961-03-09,1984,1999,16,1630,3,batter
김봉근,1961-03-13,1984,1992,8,128,3,pitcher
전용권,1961-04-12,1984,1991,7,70,4,pitcher
김재열,1961-04-25,1984,1988,4,53,4,pitcher
김민호,1961-04-28,1984,1996,13,1207,4,batter
김명구,1961-05-15,1984,1988,5,112,5,batter
진동한,1961-06-04,1984,1992,8,165,6,pitcher
최계훈,1961-06-06,1984,1986,3,86,6,pitcher
이문한,1961-07-03,1984,1991,6,105,7,pitcher
김영균,1961-07-12,1984,1988,5,211,7,batter
권기홍,1961-07-12,1984,1988,5,21,7,pitcher
윤석환,1961-07-17,1984,1991,8,235,7,pitcher
최일언,1961-07-27,1984,1992,9,240,7,pitcher
조도연,1961-08-06,1984,1989,5,91,8,pitcher
조성옥,1961-08-25,1984,1995,12,917,8,batter
김성래,1961-12-03,1984,2000,17,1277,12,batter
안창완,1961-12-05,1984,1991,8,140,12,pitcher
배원영,1962-01-15,1984,1986,2,7,1,batter
김한조,1962-01-25,1984,1988,5,225,1,batter
정성룡,1964-05-19,1984,1995,11,528,5,batter
문희수,1965-03-15,1984,1995,12,241,3,pitcher
조용철,1965-08-22,1984,1985,2,7,8,pitcher
이충우,1958-08-13,1985,1988,4,26,8,pitcher
임창호,1959-01-05,1985,1985,1,3,1,batter
이승희,1959-04-03,1985,1992,7,556,4,batter
박명운,1959-07-17,1985,1985,1,2,7,batter
박기수,1959-11-27,1985,1985,1,4,11,batter
김용수,1960-05-02,1985,2000,16,613,5,pitcher
김준희,1960-05-16,1985,1987,3,13,5,pitcher
양상문,1961-03-24,1985,1993,9,272,3,pitcher
이순철,1961-04-18,1985,1998,14,1388,4,batter
박동수,1961-06-12,1985,1993,9,209,6,pitcher
한오종,1961-06-16,1985,1991,5,35,6,pitcher
김명성,1961-08-24,1985,1986,2,92,8,batter
최재은,1961-08-24,1985,1985,1,2,8,batter
양후승,1961-09-11,1985,1992,7,387,9,batter
정삼흠,1961-11-05,1985,1996,12,388,11,pitcher
김영신,1961-11-09,1985,1986,2,22,11,batter
박흥식,1962-01-05,1985,1993,9,660,1,batter
이병억,1962-01-05,1985,1986,2,24,1,batter
안언학,1962-01-06,1985,1985,1,10,1,pitcher
탁재원,1962-01-14,1985,1985,1,10,1,batter
홍순호,1962-01-21,1985,1987,3,29,1,batter
신태순,1962-02-13,1985,1986,2,22,2,pitcher
이동완,1962-02-14,1985,1985,1,16,2,batter
김태업,1962-02-19,1985,1985,1,35,2,batter
이종두,1962-04-05,1985,1997,13,1054,4,batter
유지홍,1962-04-24,1985,1990,6,264,4,batter
김성갑,1962-05-03,1985,1995,11,942,5,batter
김기철,1962-05-24,1985,1985,1,5,5,pitcher
김용국,1962-06-21,1985,1995,11,1092,6,batter
최상주,1962-08-07,1985,1988,4,50,8,pitcher
김형석,1962-08-18,1985,1998,14,1416,8,batter
정은배,1962-10-19,1985,1992,7,100,10,pitcher
한영준,1962-11-14,1985,1996,12,1009,11,batter
선동열,1963-01-10,1985,1995,11,367,1,pitcher
윤덕규,1963-02-25,1985,1997,13,1275,2,batter
박희찬,1963-05-01,1985,1988,4,26,5,batter
김정태,1957-01-01,1986,1987,2,95,1,batter
김종수,1957-03-15,1986,1987,2,117,3,batter
김연철,1958-03-20,1986,1988,3,41,3,pitcher
이우상,1958-11-29,1986,1986,1,6,11,pitcher
조호표,1958-12-02,1986,1986,1,2,12,pitcher
오덕환,1959-02-14,1986,1988,3,198,2,batter
최광묵,1960-01-01,1986,1986,1,23,1,batter
김경갑,1960-02-01,1986,1987,2,105,2,batter
기세봉,1960-02-01,1986,1986,1,1,2,pitcher
조병천,1960-05-25,1986,1992,7,142,5,pitcher
이강돈,1961-02-27,1986,1997,12,1217,2,batter
이군노,1961-02-27,1986,1986,1,26,2,batter
장훈,1961-06-26,1986,1986,1,2,6,batter
윤학길,1961-07-04,1986,1997,12,308,7,pitcher
도이석,1961-09-13,1986,1987,2,72,9,batter
민문식,1961-11-26,1986,1987,2,11,11,pitcher
전대영,1962-01-10,1986,1994,9,584,1,batter
이광근,1962-01-24,1986,1992,7,401,1,batter
서효인,1962-02-06,1986,1995,10,304,2,batter
임재준,1962-02-07,1986,1989,4,18,2,pitcher
예병준,1962-03-12,1986,1990,5,52,3,pitcher
송상진,1962-03-22,1986,1986,1,8,3,batter
오명록,1962-04-06,1986,1990,5,81,4,pitcher
강상진,1962-04-17,1986,1991,4,27,4,pitcher
이복근,1962-04-21,1986,1991,6,265,4,batter
이상군,1962-04-21,1986,2001,14,320,4,pitcher
임순태,1962-05-05,1986,1986,1,12,5,batter
김성수,1962-05-07,1986,1989,4,43,5,batter
김현택,1962-05-09,1986,1986,1,9,5,batter
이정은,1962-05-23,1986,1986,1,35,5,batter
김대현,1962-06-16,1986,1988,3,80,6,pitcher
유해덕,1962-06-21,1986,1988,3,61,6,batter
이성근,1962-06-23,1986,1988,3,19,6,batter
윤홍식,1962-06-26,1986,1987,2,47,6,batter
한희민,1962-07-19,1986,1993,8,204,7,pitcher
김정수,1962-07-24,1986,2003,18,600,7,pitcher
강정길,1962-07-25,1986,1995,10,1037,7,batter
김훈기,1962-07-25,1986,1989,4,64,7,pitcher
성준,1962-09-25,1986,1999,14,301,9,pitcher
박노준,1962-10-26,1986,1997,12,1016,10,batter
박노준,1962-10-26,1986,1988,3,43,10,pitcher
최무영,1962-11-02,1986,1989,4,66,11,batter
천성호,1963-01-07,1986,1986,1,5,1,pitcher
차동철,1963-01-27,1986,1997,12,323,1,pitcher
김수길,1963-02-01,1986,1990,5,132,2,batter
이창원,1963-02-22,1986,1993,7,221,2,batter
민경삼,1963-02-24,1986,1992,7,560,2,batter
임경택,1963-03-02,1986,1992,6,149,3,batter
김상국,1963-04-05,1986,1997,12,1092,4,batter
이건열,1963-04-25,1986,1997,12,896,4,batter
구윤,1963-06-18,1986,1994,9,399,6,batter
김성현,1963-08-21,1986,1998,10,622,8,batter
김건우,1963-08-30,1986,1997,6,94,8,pitcher
최계영,1963-09-03,1986,1993,8,593,9,batter
김평호,1963-12-23,1986,1992,5,458,12,batter
김태원,1964-01-28,1986,1998,12,273,1,pitcher
김동기,1964-03-05,1986,1996,11,1019,3,batter
장채근,1964-03-28,1986,1995,10,734,3,batter
신성철,1964-08-10,1986,1986,1,1,8,batter
김종문,1964-11-10,1986,1991,6,70,11,batter
손문곤,1965-01-29,1986,1992,6,93,1,pitcher
최동창,1965-06-07,1986,1994,9,371,6,batter
박형열,1967-11-13,1986,1991,4,42,11,pitcher
김경호,1972-04-24,1986,1986,1,3,4,batter
김윤환,1957-08-01,1987,1991,5,457,8,batter
김영직,1960-09-26,1987,1995,9,715,9,batter
정태관,1961-06-05,1987,1988,2,9,6,batter
김강익,1961-12-05,1987,1989,3,22,12,pitcher
이재성,1962-04-24,1987,1991,5,112,4,batter
이척기,1962-05-25,1987,1990,4,18,5,pitcher
이동수,1962-08-05,1987,1988,2,9,8,pitcher
안대환,1962-09-14,1987,1993,7,387,9,batter
김경남,1963-01-07,1987,1987,1,2,1,pitcher
이연수,1963-03-03,1987,1999,9,299,3,batter
김정수,1963-03-15,1987,1992,5,139,3,batter
김대중,1963-03-16,1987,1992,6,135,3,pitcher
류중일,1963-04-28,1987,1999,13,1095,4,batter
황윤태,1963-05-08,1987,1989,3,57,5,batter
박태호,1963-05-13,1987,1992,6,204,5,batter
백인호,1963-05-19,1987,1999,12,953,5,batter
이정훈,1963-08-28,1987,1997,11,918,8,batter
이상훈,1963-10-22,1987,1992,5,67,10,pitcher
이동석,1964-01-11,1987,1993,7,123,1,pitcher
이중화,1964-02-11,1987,1996,10,711,2,batter
최진영,1964-03-04,1987,1988,2,2,3,pitcher
장태수,1964-03-15,1987,1990,4,65,3,pitcher
김만후,1964-03-26,1987,1992,3,202,3,batter
박철우,1964-04-12,1987,1998,12,961,4,batter
김종갑,1964-06-18,1987,1992,6,218,6,batter
김종석,1964-07-15,1987,1993,6,96,7,pitcher
조재환,1964-11-19,1987,1990,4,217,11,batter
정국헌,1964-11-25,1987,1990,4,48,11,batter
정상진,1964-12-10,1987,1992,5,165,12,batter
조용호,1965-02-13,1987,1993,6,361,2,batter
전종화,1965-08-10,1987,1997,10,355,8,batter
송유석,1966-07-16,1987,2001,15,467,7,pitcher
최창호,1966-11-08,1987,2002,16,510,11,pitcher
장종훈,1968-04-10,1987,2005,19,1950,4,batter
박현영,1968-08-30,1987,1998,11,522,8,batter
곽동열,1955-05-10,1988,1989,2,42,5,batter
박상국,1960-09-06,1988,1992,5,229,9,batter
이상구,1963-02-27,1988,1991,4,63,2,pitcher
임채섭,1963-12-25,1988,1989,2,4,12,batter
이홍식,1964-01-30,1988,1989,2,77,1,batter
김광윤,1964-03-05,1988,1990,2,19,3,batter
조양근,1964-03-22,1988,1994,7,533,3,batter
조상헌,1964-05-03,1988,1989,2,30,5,batter
박성현,1964-07-02,1988,1988,1,3,7,batter
장정순,1964-08-01,1988,1997,9,176,8,pitcher
이현택,1964-09-28,1988,1992,5,207,9,batter
차영석,1964-10-06,1988,1989,2,26,10,batter
여태구,1964-12-10,1988,1995,8,589,12,batter
정윤수,1964-12-17,1988,1993,6,116,12,pitcher
김용희,1964-12-20,1988,1989,2,64,12,batter
송형석,1965-01-28,1988,1988,1,6,1,batter
오효근,1965-02-13,1988,1990,3,26,2,batter
구명근,1965-02-21,1988,1989,2,12,2,pitcher
서창기,1965-03-07,1988,1992,4,202,3,batter
길홍규,1965-03-31,1988,1996,9,364,3,batter
문병권,1965-04-04,1988,1993,6,147,4,pitcher
유동효,1965-04-16,1988,1994,6,435,4,batter
강병선,1965-05-09,1988,1988,1,1,5,batter
김진규,1965-05-10,1988,1993,6,306,5,batter
고정식,1965-05-15,1988,1993,4,76,5,batter
안성수,1965-05-20,1988,1988,1,1,5,pitcher
한용덕,1965-06-02,1988,2004,17,482,6,pitcher
박상범,1965-07-07,1988,1994,6,48,7,pitcher
홍성연,1965-07-18,1988,1991,4,71,7,pitcher
김상호,1965-10-19,1988,2000,13,1229,10,batter
유광진,1965-10-19,1988,1988,1,11,10,batter
김성규,1965-12-09,1988,1993,6,357,12,batter
이국성,1965-12-28,1988,1995,8,187,12,pitcher
김원식,1966-02-13,1988,1988,1,1,2,batter
신완근,1966-02-14,1988,1993,6,112,2,pitcher
이용철,1966-10-06,1988,1994,7,109,10,pitcher
곽권희,1966-10-14,1988,1992,4,160,10,batter
양현기,1966-11-20,1988,1988,1,12,11,batter
원원근,1967-03-02,1988,1995,8,458,3,batter
김승태,1969-03-07,1988,1988,1,1,3,batter
박정현,1969-07-10,1988,2000,12,253,7,pitcher
서정용,1969-09-05,1988,1991,4,51,9,pitcher
하창우,1969-10-24,1988,1994,7,30,10,pitcher
지성규,1969-11-15,1988,1990,3,17,11,pitcher
김선훈,1969-12-16,1988,1989,2,17,12,batter
정명진,1961-11-13,1989,1992,4,34,11,pitcher
김진규,1962-06-30,1989,1992,4,105,6,pitcher
김건우,1963-08-30,1989,1993,3,150,8,batter
이재홍,1963-09-24,1989,1993,4,87,9,pitcher
강기웅,1964-02-25,1989,1996,8,672,2,batter
김덕근,1964-03-01,1989,1992,4,43,3,pitcher
조계현,1964-05-01,1989,2001,13,320,5,pitcher
김진한,1964-05-19,1989,1992,4,126,5,batter
최해명,1964-12-25,1989,1993,5,240,12,batter
노찬엽,1965-01-15,1989,1997,9,884,1,batter
강영수,1965-02-10,1989,1998,10,828,2,batter
이종옥,1965-03-11,1989,1992,4,26,3,batter
이광우,1965-03-14,1989,2002,14,318,3,pitcher
장호익,1965-05-11,1989,1989,1,38,5,batter
현남수,1965-07-14,1989,1991,3,112,7,batter
김선일,1965-08-02,1989,1996,8,460,8,batter
허정욱,1965-08-04,1989,1991,3,41,8,pitcher
유명선,1965-09-03,1989,1996,8,165,9,pitcher
노민승,1965-11-20,1989,1989,1,5,11,pitcher
김기범,1965-12-13,1989,1999,11,391,12,pitcher
김응국,1966-01-14,1989,2003,15,1440,1,batter
안민석,1966-02-07,1989,1989,1,29,2,batter
송진우,1966-02-16,1989,2009,21,672,2,pitcher
윤동배,1966-03-03,1989,1996,7,76,3,pitcher
이재호,1966-03-07,1989,1989,1,2,3,batter
손경호,1966-03-10,1989,1990,2,8,3,batter
문승훈,1966-03-14,1989,1992,4,109,3,batter
이종운,1966-04-06,1989,1998,10,739,4,batter
이희성,1966-05-02,1989,1997,9,643,5,batter
이강철,1966-05-24,1989,2005,16,602,5,pitcher
정명원,1966-06-14,1989,2000,12,395,6,pitcher
하용석,1966-06-23,1989,1989,1,4,6,batter
박선일,1966-07-22,1989,1996,8,287,7,batter
이명수,1966-07-29,1989,2001,13,1219,7,batter
김청수,1966-08-06,1989,1994,6,120,8,pitcher
김태완,1966-08-20,1989,1991,3,140,8,batter
서호진,1966-08-25,1989,1993,4,104,8,pitcher
이진,1966-09-15,1989,1993,4,82,9,pitcher
김동현,1966-10-12,1989,1993,5,116,10,pitcher
김풍기,1966-10-19,1989,1990,2,16,10,batter
김락기,1966-10-28,1989,1993,5,70,10,pitcher
한명수,1966-11-13,1989,1990,2,8,11,pitcher
김상우,1966-12-14,1989,1994,6,131,12,batter
구동우,1966-12-27,1989,1994,6,146,12,pitcher
나웅,1967-01-11,1989,1995,6,292,1,batter
이상대,1967-01-18,1989,1994,6,350,1,batter
최훈재,1967-01-21,1989,2001,13,1054,1,batter
박성훈,1967-01-23,1989,1990,2,44,1,batter
김인호,1967-01-26,1989,2001,13,1065,1,batter
이종호,1967-02-15,1989,1996,8,570,2,batter
박준태,1967-02-22,1989,1998,10,720,2,batter
강종필,1967-02-28,1989,1997,7,427,2,batter
윤재호,1967-03-06,1989,1996,8,615,3,batter
곽연수,1967-03-18,1989,1994,6,299,3,batter
황대연,1967-07-20,1989,1996,7,550,7,batter
이승범,1967-07-27,1989,1989,1,4,7,batter
나광남,1967-08-05,1989,1991,3,104,8,batter
강석천,1967-12-07,1989,2003,15,1457,12,batter
성군철,1968-05-25,1989,1992,4,156,5,batter
조진구,1969-02-10,1989,1989,1,10,2,pitcher
강규성,1969-03-25,1989,1994,3,16,3,pitcher
김형균,1969-05-14,1989,1991,3,27,5,pitcher
정종헌,1969-07-12,1989,1989,1,1,7,pitcher
이주헌,1969-11-17,1989,1989,1,3,11,pitcher
손창현,1970-01-01,1989,1989,1,1,1,pitcher
정존수,1970-01-23,1989,1990,2,5,1,batter
김기홍,1970-02-26,1989,1993,4,90,2,batter
이상번,1970-03-05,1989,1997,8,135,3,pitcher
박정은,1970-04-15,1989,1989,1,2,4,pitcher
송명철,1970-05-01,1989,1995,5,23,5,batter
박용준,1970-06-17,1989,1994,6,102,6,pitcher
박병호,1970-07-09,1989,1996,7,160,7,batter
김용선,1970-08-09,1989,1997,9,410,8,batter
유창균,1970-10-23,1989,1989,1,1,10,pitcher
이경복,1970-11-19,1989,1998,10,370,11,batter
추상완,1971-01-28,1989,1989,1,1,1,batter
이은승,1971-02-12,1989,1997,9,40,2,pitcher
홍길남,1971-02-24,1989,1997,8,54,2,pitcher
김종석,1971-02-28,1989,2004,15,974,2,batter
강태원,1971-05-15,1989,2001,13,355,5,pitcher
정동해,1971-10-28,1989,1989,1,2,10,pitcher
이효봉,1963-01-26,1990,1990,1,7,1,pitcher
박은진,1964-09-27,1990,1990,1,1,9,batter
진상봉,1965-04-06,1990,1997,8,399,4,batter
조찬관,1965-06-20,1990,1990,1,1,6,batter
정삼룡,1965-09-20,1990,1992,3,71,9,batter
유태완,1965-09-28,1990,1990,1,13,9,batter
김보선,1966-03-15,1990,1992,3,37,3,pitcher
윤성훈,1966-06-04,1990,1992,3,150,6,batter
김창기,1966-07-25,1990,1990,1,1,7,pitcher
김종헌,1966-07-27,1990,2000,11,825,7,batter
김성재,1966-10-08,1990,1990,1,9,10,batter
지화동,1967-01-20,1990,1994,5,404,1,batter
유충돌,1967-02-12,1990,1991,2,33,2,batter
이태일,1967-04-09,1990,1996,6,129,4,pitcher
김성일,1967-05-03,1990,1992,3,162,5,batter
최현준,1967-05-03,1990,1992,3,17,5,pitcher
김선진,1967-05-05,1990,2000,11,816,5,batter
이병훈,1967-05-17,1990,1996,7,515,5,batter
박홍철,1967-06-12,1990,1993,3,8,6,batter
최용철,1967-06-25,1990,1990,1,2,6,batter
이호성,1967-07-17,1990,2001,12,1090,7,batter
김도형,1967-07-28,1990,1991,2,15,7,pitcher
손길호,1967-08-03,1990,1991,2,109,8,batter
서준룡,1967-08-29,1990,1991,2,21,8,batter
김태형,1967-09-12,1990,2001,12,827,9,batter
김우현,1967-10-13,1990,1990,1,4,10,batter
최광천,1967-10-28,1990,1990,1,2,10,batter
공필성,1967-11-11,1990,2000,11,1184,11,batter
